Instance type,Instance family,Instance size,Availability zones,Free-Tier eligible,Free Trial available,Bare metal,Hypervisor,vCPUs,Architecture,Cores,Valid cores,Threads per core,Valid threads per core,Sustained clock speed (GHz),Memory (GiB),Storage (GB),Local instance storage,Storage type,Storage disk count,EBS encryption support,EBS optimization support,Network performance,ENA support,Maximum number of network interfaces,IPv4 addresses per interface,IPv6 addresses per interface,IPv6 support,Supported placement group strategies,GPUs,FPGAs,Auto Recovery support,Reboot migration support,Supported root device types,Dedicated Host support,On-Demand Hibernation support,Burstable Performance support,Current generation,EBS Baseline Bandwidth (Mbps),EBS Baseline IOPS,EBS Baseline Throughput (MB/s),EBS Maximum Bandwidth (Mbps),EBS Maximum IOPS,EBS Maximum Throughput (MB/s),ENA Express support,On-Demand Linux pricing,On-Demand Ubuntu Pro pricing,On-Demand SUSE pricing,On-Demand Windows pricing,On-Demand RHEL pricing,On-Demand ap-southeast-2-akl-1 SUSE pricing,On-Demand ap-southeast-2-akl-1 Windows pricing,On-Demand ap-southeast-2-akl-1 RHEL pricing,On-Demand ap-southeast-2-akl-1 Linux pricing,On-Demand ap-southeast-2-akl-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 SUSE pricing,On-Demand ap-southeast-2-per-1 Ubuntu Pro pricing,On-Demand ap-southeast-2-per-1 RHEL pricing,On-Demand ap-southeast-2-per-1 Windows pricing,On-Demand ap-southeast-2-per-1 Linux pricing
r6in.large,r6in,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 25 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1562,6250,195.3125,25000,100000,3125,false,0.21177 USD per Hour,0.21527 USD per Hour,0.26807 USD per Hour,0.30377 USD per Hour,0.24057 USD per Hour,,,,,,,,,,
r7gd.xlarge,r7gd,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,32,237,true,ssd,1,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,false,0.3132 USD per Hour,0.3202 USD per Hour,0.3695 USD per Hour,,0.3708 USD per Hour,,,,,,,,,,
r5ad.8xlarge,r5ad,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,256,1200,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,4750,20000,593.75,4750,20000,593.75,false,2.544 USD per Hour,2.6 USD per Hour,2.669 USD per Hour,4.016 USD per Hour,2.89 USD per Hour,,,,,,,,,,
m7i.2xlarge,m7i,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.504 USD per Hour,0.518 USD per Hour,0.629 USD per Hour,0.872 USD per Hour,0.6192 USD per Hour,,,,,,,,,,
x1e.32xlarge,x1e,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,xen,128,x86_64,64,"4,8,12,16,20,24,28,32,36,40,44,48,52,56,60,64",2,"1,2",2.3,3904,3840,true,ssd,2,supported,default,25 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,ebs,true,-,-,true,14000,80000,1750,14000,80000,1750,false,38.688 USD per Hour,38.912 USD per Hour,38.788 USD per Hour,44.576 USD per Hour,39.917 USD per Hour,,,,,,,,,,
r6idn.2xlarge,r6idn,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.5,64,474,true,ssd,1,supported,default,Up to 40 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,6250,25000,781.25,25000,100000,3125,false,0.95472 USD per Hour,0.96872 USD per Hour,1.07972 USD per Hour,1.32272 USD per Hour,1.06992 USD per Hour,,,,,,,,,,
c6a.32xlarge,c6a,32xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,128,x86_64,64,"8,12,16,20,24,28,32,64",2,"1,2",3.6,256,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,160000,5000,40000,160000,5000,true,6.3936 USD per Hour,6.6176 USD per Hour,6.5186 USD per Hour,12.2816 USD per Hour,7.6224 USD per Hour,,,,,,,,,,
d3en.8xlarge,d3en,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,128,223680,true,hdd,16,supported,default,50 Gigabit,required,4,20,20,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,5000,30000,625,5000,30000,625,false,5.27168 USD per Hour,5.32768 USD per Hour,5.39668 USD per Hour,6.74368 USD per Hour,5.61728 USD per Hour,,,,,,,,,,
i4i.24xlarge,i4i,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,768,22500,true,ssd,6,supported,default,56.25 Gigabit,required,15,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,30000,120000,3750,30000,120000,3750,true,9.8736 USD per Hour,10.0416 USD per Hour,9.9986 USD per Hour,14.2896 USD per Hour,10.9104 USD per Hour,,,,,,,,,,
i4g.8xlarge,i4g,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.5,256,7500,true,ssd,2,supported,default,18.75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,true,2.96208 USD per Hour,3.01808 USD per Hour,3.08708 USD per Hour,,3.30768 USD per Hour,,,,,,,,,,
c5d.12xlarge,c5d,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"2,4,6,8,10,12,14,16,18,20,22,24",2,"1,2",3.6,96,1800,true,ssd,2,supported,default,12 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,9500,40000,1187.5,9500,40000,1187.5,false,3.024 USD per Hour,3.108 USD per Hour,3.124 USD per Hour,5.232 USD per Hour,3.542 USD per Hour,,,,,,,,,,
m6g.metal,m6g,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,64,arm64,64,-,1,-,2.5,256,0,-,-,0,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,19000,80000,2375,19000,80000,2375,false,3.072 USD per Hour,3.184 USD per Hour,3.197 USD per Hour,,3.7632 USD per Hour,,,,,,,,,,
x1.16xlarge,x1,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2c",false,false,false,xen,64,x86_64,32,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32",2,"1,2",2.3,976,1920,true,ssd,1,supported,default,10 Gigabit,supported,8,30,30,true,"cluster, partition, spread",0,0,true,unsupported,"ebs, instance-store",true,-,-,true,7000,40000,875,7000,40000,875,false,9.671 USD per Hour,9.783 USD per Hour,9.771 USD per Hour,12.615 USD per Hour,10.362 USD per Hour,,,,,,,,,,
r6in.12xlarge,r6in,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24",2,"1,2",3.5,384,0,-,-,0,supported,default,75 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,37500,150000,4687.5,37500,150000,4687.5,true,5.08248 USD per Hour,5.16648 USD per Hour,5.20748 USD per Hour,7.29048 USD per Hour,5.60088 USD per Hour,,,,,,,,,,
c7i-flex.16xlarge,c7i-flex,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.2,128,0,-,-,0,supported,default,Up to 25 Gigabit,required,15,50,50,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,10000,40000,1250,20000,80000,2500,false,3.54312 USD per Hour,3.65512 USD per Hour,3.66812 USD per Hour,6.48712 USD per Hour,4.23432 USD per Hour,,,,,,,,,,
r6gd.xlarge,r6gd,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,32,237,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,1188,6000,148.5,4750,20000,593.75,false,0.278 USD per Hour,0.285 USD per Hour,0.3343 USD per Hour,,0.3356 USD per Hour,,,,,,,,,,
m6in.16xlarge,m6in,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",2,"1,2",3.5,256,0,-,-,0,supported,default,100 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,50000,200000,6250,50000,200000,6250,true,5.616 USD per Hour,5.728 USD per Hour,5.741 USD per Hour,8.56 USD per Hour,6.3072 USD per Hour,,,,,,,,,,
i7ie.3xlarge,i7ie,3xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,12,x86_64,6,"1,2,3,4,5,6",2,"1,2",3.6,96,7500,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,3750,15000,468.75,10000,40000,1250,false,1.8699 USD per Hour,1.8909 USD per Hour,1.9949 USD per Hour,2.4219 USD per Hour,1.9995 USD per Hour,,,,,,,,,,
m7i-flex.2xlarge,m7i-flex,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"1,2,3,4",2,"1,2",3.2,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,-,true,1250,6000,156.25,10000,40000,1250,false,0.4788 USD per Hour,0.4928 USD per Hour,0.6038 USD per Hour,0.8284 USD per Hour,0.594 USD per Hour,,,,,,,,,,
m6a.large,m6a,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,false,0.108 USD per Hour,0.1115 USD per Hour,0.1643 USD per Hour,0.2 USD per Hour,0.1368 USD per Hour,,,,,,,,,,
c6i.2xlarge,c6i,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",3.5,16,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,2500,12000,312.5,10000,40000,1250,false,0.444 USD per Hour,0.458 USD per Hour,0.569 USD per Hour,0.812 USD per Hour,0.5592 USD per Hour,,,,,,,,,,
c5.4xlarge,c5,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.4,32,0,-,-,0,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,4750,20000,593.75,4750,20000,593.75,false,0.888 USD per Hour,0.916 USD per Hour,0.988 USD per Hour,1.624 USD per Hour,1.061 USD per Hour,,,,,,,,,,
m6a.metal,m6a,metal,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.6,768,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,true,10.368 USD per Hour,10.704 USD per Hour,10.493 USD per Hour,19.2 USD per Hour,12.2112 USD per Hour,,,,,,,,,,
r8g.medium,r8g,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.8,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,false,0.0706 USD per Hour,0.07235 USD per Hour,0.1269 USD per Hour,,0.085 USD per Hour,,,,,,,,,,
c8g.8xlarge,c8g,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,arm64,32,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32",1,1,2.8,64,0,-,-,0,supported,default,15 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,false,1.6608 USD per Hour,1.7168 USD per Hour,1.7858 USD per Hour,,2.0064 USD per Hour,,,,,,,,,,
r7g.medium,r7g,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,1,arm64,1,-,1,-,2.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,2,4,4,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,315,2500,39.375,10000,40000,1250,false,0.0642 USD per Hour,0.0659 USD per Hour,0.1205 USD per Hour,,0.0786 USD per Hour,,,,,,,,,,
m6i.large,m6i,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.5,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,10000,40000,1250,false,0.12 USD per Hour,0.1235 USD per Hour,0.1763 USD per Hour,0.212 USD per Hour,0.1488 USD per Hour,,,,,,,,,,
m6g.xlarge,m6g,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1188,6000,148.5,4750,20000,593.75,false,0.192 USD per Hour,0.199 USD per Hour,0.2483 USD per Hour,,0.2496 USD per Hour,,,,,,,,,,
m6i.24xlarge,m6i,24xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,96,x86_64,48,"2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48",2,"1,2",3.5,384,0,-,-,0,supported,default,37.5 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,30000,120000,3750,30000,120000,3750,true,5.76 USD per Hour,5.928 USD per Hour,5.885 USD per Hour,10.176 USD per Hour,6.7968 USD per Hour,,,,,,,,,,
m7i.8xlarge,m7i,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,128,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,10000,40000,1250,10000,40000,1250,false,2.016 USD per Hour,2.072 USD per Hour,2.141 USD per Hour,3.488 USD per Hour,2.3616 USD per Hour,,,,,,,,,,
r7i.metal-48xl,r7i,metal-48xl,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,true,,192,x86_64,96,-,2,-,3.2,1536,0,-,-,0,supported,default,50 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,40000,240000,5000,40000,240000,5000,true,15.2208 USD per Hour,15.5568 USD per Hour,15.3458 USD per Hour,24.0528 USD per Hour,17.064 USD per Hour,,,,,,,,,,
im4gn.xlarge,im4gn,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.5,16,1875,true,ssd,1,supported,default,Up to 25 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,2500,10000,312.5,10000,40000,1250,false,0.43608 USD per Hour,0.44308 USD per Hour,0.49238 USD per Hour,,0.49368 USD per Hour,,,,,,,,,,
c4.8xlarge,c4,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,36,x86_64,18,"2,4,6,8,10,12,14,16,18",2,"1,2",2.9,60,0,-,-,0,supported,default,10 Gigabit,unsupported,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,false,4000,32000,500,4000,32000,500,false,2.085 USD per Hour,2.143 USD per Hour,2.185 USD per Hour,3.741 USD per Hour,2.469 USD per Hour,,,,,,,,,,
inf1.xlarge,inf1,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,x86_64,2,2,2,"1,2",2.5,8,0,-,-,0,supported,default,Up to 25 Gigabit,required,4,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,1190,4000,148.75,4750,20000,593.75,false,0.285 USD per Hour,0.292 USD per Hour,0.342 USD per Hour,,0.343 USD per Hour,,,,,,,,,,
t3a.2xlarge,t3a,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,0,-,-,0,supported,default,Up to 5 Gigabit,required,4,15,15,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,695,4000,86.875,2780,15700,347.5,false,0.3802 USD per Hour,0.3942 USD per Hour,0.5052 USD per Hour,0.5274 USD per Hour,0.4954 USD per Hour,,,,,,,,,,
c6gd.16xlarge,c6gd,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,arm64,64,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64",1,1,2.5,128,3800,true,ssd,2,supported,default,25 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,19000,80000,2375,19000,80000,2375,false,3.232 USD per Hour,3.344 USD per Hour,3.357 USD per Hour,,3.9232 USD per Hour,,,,,,,,,,
d3.8xlarge,d3,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"2,4,6,8,10,12,14,16",2,"1,2",3.1,256,47520,true,hdd,24,supported,default,25 Gigabit,required,3,20,20,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,5000,30000,625,5000,30000,625,false,5.00808 USD per Hour,5.06408 USD per Hour,5.13308 USD per Hour,6.48008 USD per Hour,5.35368 USD per Hour,,,,,,,,,,
r7g.xlarge,r7g,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,32,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,false,0.2567 USD per Hour,0.2637 USD per Hour,0.313 USD per Hour,,0.3143 USD per Hour,,,,,,,,,,
r5a.12xlarge,r5a,12xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,48,x86_64,24,"6,12,18,24",2,"1,2",2.5,384,0,-,-,0,supported,default,10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,-,-,-,true,6780,30000,847.5,6780,30000,847.5,false,3.264 USD per Hour,3.348 USD per Hour,3.389 USD per Hour,5.472 USD per Hour,3.782 USD per Hour,,,,,,,,,,
m5ad.2xlarge,m5ad,2xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,8,x86_64,4,"2,4",2,"1,2",2.2,32,300,true,ssd,1,supported,default,Up to 10 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,1580,8333,197.5,2880,16000,360,false,0.52 USD per Hour,0.534 USD per Hour,0.645 USD per Hour,0.888 USD per Hour,0.635 USD per Hour,,,,,,,,,,
m5ad.8xlarge,m5ad,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"4,6,8,10,12,14,16",2,"1,2",2.5,128,1200,true,ssd,2,supported,default,Up to 10 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,true,-,true,4750,20000,593.75,4750,20000,593.75,false,2.08 USD per Hour,2.136 USD per Hour,2.205 USD per Hour,3.552 USD per Hour,2.426 USD per Hour,,,,,,,,,,
r5.large,r5,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,x86_64,1,1,2,"1,2",3.1,16,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,650,3600,81.25,4750,18750,593.75,false,0.151 USD per Hour,0.155 USD per Hour,0.207 USD per Hour,0.243 USD per Hour,0.18 USD per Hour,,,,,,,,,,
r7i.8xlarge,r7i,8xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,32,x86_64,16,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",2,"1,2",3.2,256,0,-,-,0,supported,default,12.5 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,10000,40000,1250,10000,40000,1250,false,2.5368 USD per Hour,2.5928 USD per Hour,2.6618 USD per Hour,4.0088 USD per Hour,2.8824 USD per Hour,,,,,,,,,,
r5n.4xlarge,r5n,4xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,16,x86_64,8,"2,4,6,8",2,"1,2",3.1,128,0,-,-,0,supported,default,Up to 25 Gigabit,required,8,30,30,true,"cluster, partition, spread",0,0,true,supported,ebs,true,-,-,true,4750,18750,593.75,4750,18750,593.75,false,1.448 USD per Hour,1.476 USD per Hour,1.573 USD per Hour,2.184 USD per Hour,1.621 USD per Hour,,,,,,,,,,
t2.large,t2,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,xen,2,x86_64,2,-,1,-,2.3,8,0,-,-,0,supported,unsupported,Low to Moderate,unsupported,3,12,12,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,0,0,0,0,0,0,false,0.1168 USD per Hour,0.1203 USD per Hour,0.2168 USD per Hour,0.1448 USD per Hour,0.1456 USD per Hour,,,,,,,,,,
i4g.large,i4g,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,16,468,true,ssd,1,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,-,unsupported,ebs,true,true,-,true,625,2500,78.125,10000,40000,1250,false,0.18513 USD per Hour,0.18863 USD per Hour,0.24143 USD per Hour,,0.21393 USD per Hour,,,,,,,,,,
t4g.medium,t4g,medium,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,0,-,-,0,supported,default,Up to 5 Gigabit,required,3,6,6,true,"partition, spread",0,0,true,supported,ebs,-,true,true,true,347,2000,43.375,2085,11800,260.625,false,0.0424 USD per Hour,0.0459 USD per Hour,0.0987 USD per Hour,,0.0712 USD per Hour,,,,,,,,,,
c6g.large,c6g,large,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,2,arm64,2,"1,2",1,1,2.5,4,0,-,-,0,supported,default,Up to 10 Gigabit,required,3,10,10,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,630,3600,78.75,4750,20000,593.75,false,0.0888 USD per Hour,0.0923 USD per Hour,0.1451 USD per Hour,,0.1176 USD per Hour,,,,,,,,,,
c5ad.16xlarge,c5ad,16xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,64,x86_64,32,"1,2,3,4,8,12,16,20,24,28,32",2,"1,2",3.3,128,2400,true,ssd,2,supported,default,20 Gigabit,required,15,50,50,true,"cluster, partition, spread",0,0,-,unsupported,ebs,-,-,-,true,6300,26700,787.5,6300,26700,787.5,false,3.616 USD per Hour,3.728 USD per Hour,3.741 USD per Hour,6.56 USD per Hour,4.307 USD per Hour,,,,,,,,,,
c7g.xlarge,c7g,xlarge,"ap-southeast-2, ap-southeast-2a, ap-southeast-2b, ap-southeast-2c",false,false,false,nitro,4,arm64,4,"1,2,3,4",1,1,2.6,8,0,-,-,0,supported,default,Up to 12.5 Gigabit,required,4,15,15,true,"cluster, partition, spread",0,0,true,supported,ebs,true,true,-,true,1250,6000,156.25039999999998,10000,40000,1250,false,0.1887 USD per Hour,0.1957 USD per Hour,0.245 USD per Hour,,0.2463 USD per Hour,,,,,,,,,,
